product_name,category,price,stock,daily_sales,lead_time,demand
Sugar,Grocery,38886,253,22,1,17
Bottle,Accessories,28252,20,29,3,90
Oil,Grocery,37394,215,30,10,296
Bottle,Accessories,27479,25,7,9,61
Monitor,Electronics,39863,34,23,15,345
Mouse,Electronics,25138,254,3,13,44
Monitor,Electronics,7336,297,18,12,214
Keyboard,Electronics,20841,44,9,5,43
Bag,Fashion,47297,0,21,9,189
Bag,Fashion,30503,127,16,11,171
Notebook,Stationery,42625,246,18,5,94
Table,Furniture,9328,175,22,7,150
Headphones,Electronics,14486,114,29,13,375
Headphones,Electronics,21270,126,5,15,75
Phone,Electronics,18330,256,22,13,286
Oil,Grocery,30894,298,19,10,190
Mouse,Electronics,5492,151,14,9,124
Chair,Furniture,29950,200,16,6,92
Mouse,Electronics,11403,87,24,15,363
Mouse,Electronics,47424,84,15,7,100
Headphones,Electronics,1180,114,17,8,134
Mouse,Electronics,37795,207,12,6,70
Headphones,Electronics,5415,16,4,14,57
Printer,Electronics,41449,157,5,5,23
Monitor,Electronics,43540,5,25,7,173
Notebook,Stationery,25153,28,10,8,76
Sugar,Grocery,17214,11,21,2,44
Bottle,Accessories,22633,85,30,1,29
Soap,Personal Care,13564,261,12,12,143
Headphones,Electronics,40103,90,24,6,144
Shoes,Fashion,8013,212,20,6,125
Headphones,Electronics,24633,210,3,7,22
Table,Furniture,43279,246,11,8,90
Bag,Fashion,9346,219,9,14,121
Shoes,Fashion,18563,139,21,13,268
Phone,Electronics,31211,63,30,10,302
Headphones,Electronics,1279,262,11,5,51
Mouse,Electronics,5100,150,17,14,237
Soap,Personal Care,17220,86,6,10,63
Chair,Furniture,42264,177,25,5,126
Milk,Grocery,49839,287,16,1,12
Laptop,Electronics,30927,118,25,9,225
Keyboard,Electronics,18120,188,22,5,111
Shampoo,Personal Care,6598,136,5,15,76
Keyboard,Electronics,7412,166,7,6,41
Shampoo,Personal Care,2035,226,23,10,230
Headphones,Electronics,27124,295,3,14,40
Shampoo,Personal Care,38624,189,26,11,284
Headphones,Electronics,29614,183,2,9,20
Shoes,Fashion,18393,144,26,3,81
Chair,Furniture,47084,149,20,11,215
Sugar,Grocery,12792,291,16,5,83
Mouse,Electronics,49881,293,25,3,73
Pen,Stationery,22102,47,24,7,171
Bottle,Accessories,2754,181,12,1,11
Shoes,Fashion,29137,247,8,10,80
Soap,Personal Care,13780,82,22,7,156
Shampoo,Personal Care,28392,250,10,6,58
Keyboard,Electronics,33343,104,5,11,53
Keyboard,Electronics,33029,122,11,6,64
Monitor,Electronics,35836,131,30,7,207
Pen,Stationery,19942,32,2,9,22
Shampoo,Personal Care,42990,19,22,15,334
Sugar,Grocery,35047,198,20,15,298
Laptop,Electronics,30526,273,4,11,49
Shampoo,Personal Care,25587,126,12,13,154
Soap,Personal Care,371,226,6,1,11
Table,Furniture,12875,33,28,13,364
Laptop,Electronics,5794,172,16,4,66
Table,Furniture,23342,234,28,7,195
Laptop,Electronics,1620,205,13,7,95
Milk,Grocery,6548,76,16,13,207
Mouse,Electronics,39601,35,24,6,143
Soap,Personal Care,39521,186,19,15,284
Mouse,Electronics,40076,18,28,14,393
Mouse,Electronics,38291,108,16,3,44
Bottle,Accessories,48773,255,9,1,12
Table,Furniture,37139,226,2,6,16
Notebook,Stationery,9982,266,28,5,141
Milk,Grocery,33979,143,15,11,162
Bag,Fashion,12985,44,13,15,195
Mouse,Electronics,22150,258,24,10,241
Soap,Personal Care,28403,151,26,3,75
Mouse,Electronics,38437,149,28,5,144
Shampoo,Personal Care,26887,66,11,1,8
Rice,Grocery,18552,295,19,9,172
Pen,Stationery,18885,295,15,10,149
Monitor,Electronics,43622,62,2,5,12
Bottle,Accessories,6414,294,17,4,65
Chair,Furniture,31099,38,18,15,267
Soap,Personal Care,42579,193,23,9,208
Soap,Personal Care,20542,68,2,9,20
Laptop,Electronics,19564,168,15,3,42
Table,Furniture,4446,31,17,1,20
Bottle,Accessories,23561,45,2,11,22
Phone,Electronics,744,282,7,7,51
Soap,Personal Care,40352,128,25,14,353
Mouse,Electronics,27031,183,15,7,104
Headphones,Electronics,44303,208,6,14,83
Table,Furniture,22600,29,16,2,33
Oil,Grocery,32967,151,17,6,101
Milk,Grocery,15644,138,3,8,28
Bottle,Accessories,44548,261,11,8,85
Headphones,Electronics,42270,86,19,1,18
Laptop,Electronics,38308,15,19,4,71
Milk,Grocery,31763,131,28,3,89
Table,Furniture,10488,81,27,11,292
Pen,Stationery,11921,161,1,11,10
Table,Furniture,47082,185,7,9,65
Laptop,Electronics,13054,32,4,11,41
Phone,Electronics,4562,81,6,2,14
Keyboard,Electronics,1211,218,6,4,21
Bag,Fashion,24639,127,7,6,44
Laptop,Electronics,19772,52,13,13,164
Bag,Fashion,5469,108,10,7,66
Chair,Furniture,45985,124,11,11,117
Shoes,Fashion,34177,293,26,12,308
Chair,Furniture,32117,222,20,8,161
Monitor,Electronics,3506,269,23,6,139
Soap,Personal Care,14680,22,12,8,94
Shampoo,Personal Care,914,172,14,15,211
Rice,Grocery,10502,274,5,14,75
Sugar,Grocery,8595,98,23,12,279
Keyboard,Electronics,32742,103,11,4,48
Mouse,Electronics,43203,271,24,10,237
Pen,Stationery,4428,156,20,1,20
Oil,Grocery,39514,260,5,12,63
Keyboard,Electronics,13437,223,30,15,454
Laptop,Electronics,30839,191,1,10,12
Chair,Furniture,36555,107,10,13,132
Oil,Grocery,49771,263,27,1,30
Soap,Personal Care,30461,65,23,3,69
Mouse,Electronics,14697,172,18,3,56
Monitor,Electronics,15932,258,10,10,99
Monitor,Electronics,38524,21,3,6,13
Bottle,Accessories,30640,118,30,4,125
Phone,Electronics,45412,225,13,9,117
Shampoo,Personal Care,16133,214,8,7,61
Printer,Electronics,45998,114,16,8,130
Phone,Electronics,44189,14,19,7,130
Monitor,Electronics,32826,276,11,15,162
Shampoo,Personal Care,28456,23,3,12,32
Rice,Grocery,30605,56,16,13,213
Keyboard,Electronics,28341,65,25,15,376
Chair,Furniture,14464,122,25,1,26
Laptop,Electronics,42804,282,28,6,164
Table,Furniture,41258,189,16,15,239
Oil,Grocery,20191,170,14,9,130
Shampoo,Personal Care,12674,287,20,15,302
Bag,Fashion,14566,243,18,12,214
Monitor,Electronics,45338,258,29,9,262
Table,Furniture,31841,274,23,1,26
Bag,Fashion,26781,146,7,14,97
Soap,Personal Care,2795,54,13,7,90
Notebook,Stationery,42486,275,25,5,123
Notebook,Stationery,15192,4,20,13,265
Bag,Fashion,16210,181,17,6,102
Pen,Stationery,25333,33,2,1,5
Oil,Grocery,19686,79,22,2,40
Mouse,Electronics,9867,24,7,3,25
Table,Furniture,31463,236,28,8,225
Notebook,Stationery,346,208,2,9,19
Oil,Grocery,37171,205,18,14,249
Notebook,Stationery,30110,141,27,9,244
Bag,Fashion,18294,209,3,15,43
Phone,Electronics,39966,283,5,6,31
Oil,Grocery,5023,292,15,2,34
Keyboard,Electronics,13143,300,23,5,112
Sugar,Grocery,15495,193,20,1,21
Oil,Grocery,478,274,30,5,146
Shampoo,Personal Care,36350,248,17,4,72
Phone,Electronics,35918,264,9,2,15
Table,Furniture,40798,267,24,5,116
Sugar,Grocery,19191,172,3,14,40
Headphones,Electronics,23965,252,21,5,105
Table,Furniture,17296,194,4,14,53
Laptop,Electronics,30019,49,20,12,238
Pen,Stationery,21118,168,7,5,36
Mouse,Electronics,49608,108,14,15,207
Bottle,Accessories,1385,87,10,11,105
Mouse,Electronics,43329,172,22,6,127
Laptop,Electronics,26982,65,26,1,26
Headphones,Electronics,35540,216,1,2,0
Phone,Electronics,31208,251,23,4,92
Rice,Grocery,17699,209,28,13,362
Laptop,Electronics,7218,177,16,8,129
Sugar,Grocery,20486,0,5,11,57
Laptop,Electronics,43073,249,2,10,21
Oil,Grocery,16060,284,15,8,121
Keyboard,Electronics,22908,234,26,11,283
Printer,Electronics,11804,12,8,5,35
Pen,Stationery,22485,255,19,8,155
Phone,Electronics,12414,280,7,10,74
Notebook,Stationery,35778,132,13,14,183
Table,Furniture,32385,158,26,6,161
Bottle,Accessories,10472,34,26,1,26
Oil,Grocery,48857,281,27,1,23
Bag,Fashion,19678,77,11,7,73
Bag,Fashion,2579,39,18,3,51
Rice,Grocery,15407,279,25,2,54
Shampoo,Personal Care,5556,256,23,12,279
Table,Furniture,21620,54,26,10,255
Soap,Personal Care,1662,27,22,8,178
Headphones,Electronics,26325,202,15,15,224
Table,Furniture,22788,44,27,11,300
Laptop,Electronics,22805,112,19,5,93
Monitor,Electronics,6444,288,14,8,112
Laptop,Electronics,1854,16,14,8,116
Printer,Electronics,219,207,24,5,119
Notebook,Stationery,35819,55,11,7,73
Oil,Grocery,49166,248,1,5,7
Printer,Electronics,28929,127,2,13,28
Headphones,Electronics,21017,151,24,2,47
Shoes,Fashion,18190,192,13,9,112
Milk,Grocery,11774,161,4,3,13
Phone,Electronics,20839,184,18,4,71
Soap,Personal Care,47702,22,19,3,57
Headphones,Electronics,18452,131,3,13,42
Rice,Grocery,29047,130,21,6,124
Phone,Electronics,33121,94,23,12,274
Soap,Personal Care,39800,298,18,3,53
Sugar,Grocery,7930,53,2,7,12
Notebook,Stationery,39230,106,22,3,69
Chair,Furniture,12728,11,7,14,93
Pen,Stationery,44936,115,11,1,7
Shoes,Fashion,24865,137,9,3,24
Headphones,Electronics,25254,286,11,4,42
Printer,Electronics,22099,51,16,13,212
Chair,Furniture,22237,213,13,3,37
Sugar,Grocery,15724,31,25,10,248
Milk,Grocery,4037,241,4,12,47
Headphones,Electronics,5645,45,30,7,214
Headphones,Electronics,17649,77,12,14,169
Monitor,Electronics,28535,244,1,15,20
Bottle,Accessories,1498,132,18,14,249
Shampoo,Personal Care,22757,153,12,9,107
Rice,Grocery,32149,201,10,10,101
Mouse,Electronics,26164,43,25,1,26
Bottle,Accessories,49977,118,19,13,250
Rice,Grocery,25251,134,15,13,200
Keyboard,Electronics,20099,289,29,7,199
Monitor,Electronics,7745,110,11,9,101
Shampoo,Personal Care,37507,224,10,5,51
Shoes,Fashion,23290,128,28,11,311
Chair,Furniture,32148,131,21,13,268
Printer,Electronics,49964,224,8,10,85
Oil,Grocery,28149,296,18,9,160
Milk,Grocery,42882,72,4,8,27
Shampoo,Personal Care,17737,30,8,1,6
Keyboard,Electronics,47726,37,27,2,54
Printer,Electronics,4997,5,28,10,279
Rice,Grocery,6039,240,2,9,18
Sugar,Grocery,25935,203,16,12,196
Shoes,Fashion,39314,209,19,2,35
Oil,Grocery,33766,56,14,7,99
Bottle,Accessories,31147,99,5,6,32
Soap,Personal Care,30545,84,26,2,50
Bottle,Accessories,41805,212,29,7,203
Headphones,Electronics,21844,126,14,5,72
Laptop,Electronics,10552,246,11,12,129
Oil,Grocery,26330,56,7,1,10
Mouse,Electronics,293,51,5,2,10
Shoes,Fashion,8246,147,14,3,44
Monitor,Electronics,38314,166,18,5,86
Shoes,Fashion,37798,151,8,6,43
Monitor,Electronics,25652,167,27,6,160
Bottle,Accessories,24229,161,23,1,23
Laptop,Electronics,21510,7,21,3,61
Phone,Electronics,5455,11,13,5,65
Keyboard,Electronics,19917,249,9,11,102
Soap,Personal Care,32504,174,17,13,223
Pen,Stationery,42699,1,12,8,96
Chair,Furniture,39284,93,11,8,91
Printer,Electronics,37531,63,23,11,258
Sugar,Grocery,31126,270,21,12,257
Bottle,Accessories,34587,208,10,9,90
Chair,Furniture,10496,23,3,5,14
Phone,Electronics,5809,81,20,11,221
Keyboard,Electronics,36120,148,2,12,25
Laptop,Electronics,42603,162,14,15,206
Mouse,Electronics,311,185,23,3,68
Monitor,Electronics,1952,199,21,9,192
Laptop,Electronics,37656,150,22,5,111
Chair,Furniture,33692,28,26,12,316
Phone,Electronics,28865,72,4,7,28
Mouse,Electronics,32815,207,16,14,225
Rice,Grocery,31177,223,15,3,45
Table,Furniture,19200,134,14,3,37
Monitor,Electronics,37033,292,17,6,102
Table,Furniture,545,140,10,8,79
Rice,Grocery,25838,157,15,15,224
Bag,Fashion,19636,256,28,12,336
Phone,Electronics,45231,280,17,6,106
Laptop,Electronics,16733,125,29,6,178
Bottle,Accessories,33565,226,1,4,4
Shampoo,Personal Care,16963,193,29,15,439
Milk,Grocery,30886,253,22,10,216
Mouse,Electronics,42448,108,10,11,112
Monitor,Electronics,19212,26,28,7,192
Headphones,Electronics,18543,224,9,8,68
Bag,Fashion,16495,232,7,7,46
Sugar,Grocery,7145,166,8,14,112
Phone,Electronics,24066,28,30,8,244
Phone,Electronics,20477,78,25,15,377
Rice,Grocery,21962,202,6,2,16
Notebook,Stationery,12973,259,24,9,220
Chair,Furniture,4357,118,7,10,71
Bag,Fashion,25127,175,8,11,88
Laptop,Electronics,10210,189,18,9,158
Monitor,Electronics,32027,227,26,3,80
Headphones,Electronics,18983,193,23,3,74
Headphones,Electronics,30723,88,16,2,37
Milk,Grocery,6133,225,28,9,254
Notebook,Stationery,6909,52,15,4,57
Bag,Fashion,22482,255,16,15,241
Soap,Personal Care,38627,134,16,3,50
Phone,Electronics,19090,295,10,13,128
Keyboard,Electronics,17249,208,22,3,67
Bottle,Accessories,480,203,7,8,52
Headphones,Electronics,14955,145,2,15,33
Phone,Electronics,31649,264,17,12,202
Sugar,Grocery,49287,247,23,7,160
Bottle,Accessories,34209,279,29,15,438
Printer,Electronics,43286,77,7,6,42
Bag,Fashion,36548,72,7,12,89
Phone,Electronics,39184,64,2,11,21
Mouse,Electronics,8983,105,30,12,360
Notebook,Stationery,49889,111,25,2,53
Shampoo,Personal Care,40468,226,25,15,370
Bottle,Accessories,31314,150,12,2,23
Shampoo,Personal Care,8594,197,20,4,85
Bag,Fashion,13161,24,12,8,93
Notebook,Stationery,45382,212,16,14,228
Laptop,Electronics,40183,84,15,13,197
Printer,Electronics,36014,194,21,1,25
Shoes,Fashion,24922,223,3,1,1
Shoes,Fashion,39122,132,20,8,162
Printer,Electronics,20190,10,25,14,350
Soap,Personal Care,19415,297,15,15,224
Bottle,Accessories,5482,38,16,14,220
Laptop,Electronics,22390,167,15,1,17
Sugar,Grocery,21212,78,20,2,38
Bag,Fashion,5684,107,29,10,291
Shoes,Fashion,42358,198,28,5,136
Table,Furniture,3498,70,9,13,113
Bag,Fashion,17966,250,28,14,393
Chair,Furniture,23706,59,9,15,131
Sugar,Grocery,9975,259,25,6,152
Headphones,Electronics,13316,93,6,4,26
Bag,Fashion,21799,252,20,6,125
Laptop,Electronics,40726,147,27,6,158
Monitor,Electronics,13028,213,8,1,12
Sugar,Grocery,34410,138,2,11,19
Monitor,Electronics,49785,162,20,13,263
Soap,Personal Care,5666,133,9,9,86
Bag,Fashion,32375,234,30,1,27
Laptop,Electronics,25394,223,17,4,65
Keyboard,Electronics,26561,124,29,8,235
Laptop,Electronics,11983,175,7,14,94
Headphones,Electronics,8589,2,20,5,105
Bag,Fashion,1613,109,19,3,54
Table,Furniture,40430,119,12,10,118
Milk,Grocery,42797,225,23,15,349
Oil,Grocery,19192,156,21,15,316
Soap,Personal Care,5356,291,28,7,200
Sugar,Grocery,44916,222,9,7,68
Mouse,Electronics,12483,226,12,6,71
Notebook,Stationery,19867,64,8,12,92
Bottle,Accessories,33058,175,16,4,59
Headphones,Electronics,9295,225,30,13,391
Laptop,Electronics,16771,58,28,10,281
Shampoo,Personal Care,46316,187,10,10,97
Monitor,Electronics,31608,122,4,4,14
Laptop,Electronics,18481,122,4,11,40
Milk,Grocery,20651,198,27,11,300
Bottle,Accessories,5779,169,1,8,13
Pen,Stationery,32835,263,19,3,60
Bag,Fashion,42323,284,8,6,43
Notebook,Stationery,49777,238,13,9,114
Headphones,Electronics,22230,32,11,6,64
Bottle,Accessories,14529,172,18,10,182
Phone,Electronics,38527,21,25,14,347
Soap,Personal Care,3615,254,21,15,313
Mouse,Electronics,15714,171,25,2,48
Keyboard,Electronics,1323,19,8,13,101
Sugar,Grocery,1474,9,10,8,75
Printer,Electronics,6569,6,6,12,71
Monitor,Electronics,24813,61,11,9,104
Shampoo,Personal Care,17451,159,29,3,88
Chair,Furniture,26057,220,18,5,88
Laptop,Electronics,4563,107,5,5,22
Soap,Personal Care,15128,124,7,3,21
Sugar,Grocery,20608,252,20,13,261
Keyboard,Electronics,3598,166,9,11,96
Laptop,Electronics,39764,252,16,7,108
Sugar,Grocery,22273,219,5,13,60
Monitor,Electronics,25295,28,23,13,300
Rice,Grocery,20506,300,8,7,55
Chair,Furniture,10014,258,10,4,44
Milk,Grocery,18410,75,18,1,21
Notebook,Stationery,23393,226,6,8,46
Mouse,Electronics,27923,207,14,7,101
Notebook,Stationery,26927,130,13,15,194
Notebook,Stationery,24767,71,6,4,23
Headphones,Electronics,9558,26,30,12,361
Laptop,Electronics,330,3,27,15,400
Milk,Grocery,23978,230,13,3,37
Headphones,Electronics,43895,206,18,5,88
Sugar,Grocery,46695,267,3,2,6
Monitor,Electronics,40902,115,26,3,73
Chair,Furniture,48728,57,30,14,416
Keyboard,Electronics,29466,15,18,8,143
Bag,Fashion,7635,18,22,10,224
Phone,Electronics,25393,30,14,9,121
Monitor,Electronics,47391,196,26,7,185
Oil,Grocery,9622,31,1,4,8
Mouse,Electronics,18010,269,3,7,21
Headphones,Electronics,2566,263,17,14,235
Oil,Grocery,2445,236,29,3,87
Bag,Fashion,18185,163,15,2,27
Milk,Grocery,34440,94,7,14,96
Monitor,Electronics,28120,178,24,11,266
Pen,Stationery,45686,118,17,8,141
Monitor,Electronics,15722,130,13,8,106
Mouse,Electronics,36729,171,23,14,318
Monitor,Electronics,38885,130,5,4,24
Chair,Furniture,12268,234,11,4,48
Bag,Fashion,38957,222,26,4,99
Pen,Stationery,28615,250,10,11,106
Oil,Grocery,10640,293,7,14,100
Monitor,Electronics,39835,27,4,13,51
Bottle,Accessories,1596,113,5,4,24
Oil,Grocery,44233,188,16,2,34
Notebook,Stationery,4958,263,24,14,332
Shampoo,Personal Care,24498,85,9,5,49
Notebook,Stationery,39911,25,26,5,128
Shoes,Fashion,30201,212,17,7,123
Chair,Furniture,967,81,6,10,65
Monitor,Electronics,42867,102,8,7,52
Rice,Grocery,26243,54,30,3,86
Oil,Grocery,46130,246,23,8,189
Table,Furniture,25839,217,20,9,177
Headphones,Electronics,43455,25,18,4,69
Printer,Electronics,29879,73,7,2,18
Mouse,Electronics,20102,82,10,9,93
Milk,Grocery,37816,100,2,12,21
Rice,Grocery,1542,32,25,1,23
Oil,Grocery,13932,109,12,2,22
Soap,Personal Care,25732,137,25,7,178
Soap,Personal Care,13645,284,11,7,80
Monitor,Electronics,33327,270,1,4,0
Shampoo,Personal Care,9084,13,25,1,27
Keyboard,Electronics,17061,191,26,4,102
Headphones,Electronics,2254,224,10,3,33
Oil,Grocery,35296,145,19,9,172
Notebook,Stationery,44294,187,8,12,97
Bag,Fashion,37703,221,30,4,116
Bottle,Accessories,15970,141,6,13,82
Headphones,Electronics,48560,210,1,3,2
Shoes,Fashion,20164,74,4,15,65
Table,Furniture,30932,177,25,8,195
Sugar,Grocery,6888,103,21,2,42
Chair,Furniture,24276,182,29,8,235
Keyboard,Electronics,23101,85,15,11,166
Bottle,Accessories,1113,284,17,8,141
Oil,Grocery,48709,268,10,11,114
Bottle,Accessories,26024,97,28,6,169
Pen,Stationery,3755,247,27,7,194
Keyboard,Electronics,19455,79,28,1,28
Oil,Grocery,40001,60,19,15,282
Shampoo,Personal Care,29590,122,22,7,158
Pen,Stationery,21069,256,16,12,187
Shoes,Fashion,35415,187,22,7,151
Oil,Grocery,8476,180,23,8,180
Headphones,Electronics,8858,271,15,9,140
Soap,Personal Care,17585,150,25,3,78
Chair,Furniture,40474,1,4,14,55
Headphones,Electronics,26223,267,8,15,116
Printer,Electronics,23071,83,23,13,302
Table,Furniture,22798,108,3,5,20
Keyboard,Electronics,39581,130,18,14,255
Sugar,Grocery,25023,74,18,10,175
Keyboard,Electronics,9591,13,26,9,229
Printer,Electronics,13671,129,16,10,161
Pen,Stationery,45942,10,3,6,16
Keyboard,Electronics,22674,222,28,12,340
Milk,Grocery,36331,171,6,5,27
Oil,Grocery,33297,123,26,10,259
Keyboard,Electronics,48090,109,28,4,110
Soap,Personal Care,42441,239,25,9,223
Bag,Fashion,5058,163,15,7,101
Bag,Fashion,13318,240,14,6,85
Keyboard,Electronics,42395,194,4,10,37
Printer,Electronics,19127,15,12,4,50
Sugar,Grocery,10955,23,12,13,161
Notebook,Stationery,36418,224,19,5,100
Table,Furniture,48154,144,22,7,153
Shampoo,Personal Care,36834,272,30,8,244
Printer,Electronics,16544,4,23,7,164
Rice,Grocery,38788,294,21,5,107
Soap,Personal Care,4432,210,19,10,187
Sugar,Grocery,41094,130,5,2,7
Bottle,Accessories,49827,52,15,6,85
Table,Furniture,25973,199,28,1,25
Chair,Furniture,31762,53,23,11,256
Printer,Electronics,37304,121,28,5,141
Rice,Grocery,16847,287,16,7,111
Notebook,Stationery,32918,11,13,8,102
Headphones,Electronics,39275,115,28,11,310
Sugar,Grocery,42604,155,13,1,12
Mouse,Electronics,20941,33,15,13,200
Soap,Personal Care,5133,258,28,12,339
Rice,Grocery,29857,48,9,4,33
Printer,Electronics,23268,229,7,1,5
Phone,Electronics,42415,263,13,4,54
Sugar,Grocery,30437,52,20,8,156
Rice,Grocery,11820,109,18,4,70
Headphones,Electronics,26205,98,27,9,240
Chair,Furniture,8562,260,18,10,184
Pen,Stationery,29389,73,23,11,258
Bottle,Accessories,33268,125,7,1,11
Monitor,Electronics,15076,272,13,12,157
Printer,Electronics,8503,205,8,2,21
Monitor,Electronics,16815,286,16,4,62
Mouse,Electronics,108,116,1,7,6
Printer,Electronics,47088,176,27,1,30
Shampoo,Personal Care,39175,153,9,1,6
Monitor,Electronics,27480,287,24,5,117
Headphones,Electronics,10293,246,4,9,41
Printer,Electronics,3145,167,21,2,39
Shoes,Fashion,1786,275,15,2,27
Soap,Personal Care,36592,110,7,14,94
Milk,Grocery,11746,220,12,3,41
Bottle,Accessories,1973,214,14,13,181
Notebook,Stationery,42696,58,24,11,260
Headphones,Electronics,5960,180,30,15,449
Monitor,Electronics,36637,214,9,12,107
Phone,Electronics,42541,184,4,3,11
Sugar,Grocery,47736,91,14,8,112
Shoes,Fashion,2824,171,1,7,4
Bottle,Accessories,29936,224,8,11,87
Notebook,Stationery,44703,150,9,4,36
Rice,Grocery,7803,118,22,10,219
Laptop,Electronics,45800,291,2,9,16
Sugar,Grocery,11115,125,27,12,329
Soap,Personal Care,19097,267,8,1,4
Shampoo,Personal Care,15082,96,17,14,240
Printer,Electronics,3644,12,21,9,194
Sugar,Grocery,12115,283,1,13,10
Notebook,Stationery,49509,126,20,7,143
Notebook,Stationery,34807,39,6,4,22
Keyboard,Electronics,40439,18,22,3,66
Monitor,Electronics,25529,174,4,7,30
Shoes,Fashion,20910,44,22,8,177
Shoes,Fashion,14782,128,27,4,107
Milk,Grocery,21801,90,29,12,349
Laptop,Electronics,17110,248,28,9,255
Rice,Grocery,8716,204,13,1,15
Table,Furniture,6650,123,10,6,59
Keyboard,Electronics,11949,106,10,8,78
Soap,Personal Care,28470,12,8,4,34
Bottle,Accessories,32205,38,11,4,48
Headphones,Electronics,45353,107,15,10,147
Keyboard,Electronics,35659,148,22,10,218
Notebook,Stationery,39010,120,30,8,235
Bag,Fashion,27806,19,25,4,98
Phone,Electronics,20224,124,26,8,205
Pen,Stationery,46550,186,20,9,180
Shoes,Fashion,44837,149,2,5,10
Shampoo,Personal Care,38139,86,8,2,11
Shoes,Fashion,31019,90,13,8,99
Shampoo,Personal Care,10608,11,6,12,76
Bag,Fashion,12592,145,2,4,5
Oil,Grocery,42421,41,2,9,13
Shoes,Fashion,29172,154,28,9,254
Monitor,Electronics,20661,210,29,11,317
Keyboard,Electronics,1792,285,14,6,84
Bag,Fashion,19194,113,30,8,235
Mouse,Electronics,19089,102,4,13,49
Pen,Stationery,47684,136,5,13,64
Soap,Personal Care,43652,131,11,2,18
Bag,Fashion,4720,78,5,4,23
Notebook,Stationery,20384,68,19,14,269
Pen,Stationery,2866,297,25,10,255
Rice,Grocery,25608,147,11,6,63
Pen,Stationery,15108,26,18,7,129
Sugar,Grocery,33461,52,16,2,36
Rice,Grocery,45457,283,9,4,34
Soap,Personal Care,7693,213,8,1,10
Chair,Furniture,21172,46,4,9,41
Notebook,Stationery,21461,164,25,7,175
Keyboard,Electronics,26417,289,12,12,143
Phone,Electronics,7106,229,22,11,245
Phone,Electronics,27313,277,21,13,276
Pen,Stationery,42556,153,18,13,236
Phone,Electronics,18983,88,2,5,14
Keyboard,Electronics,28035,26,16,2,30
Laptop,Electronics,21492,224,21,2,39
Milk,Grocery,37383,153,23,1,18
Monitor,Electronics,38393,190,14,5,68
Headphones,Electronics,7773,57,10,4,37
Milk,Grocery,24621,138,17,3,50
Keyboard,Electronics,17419,100,20,6,122
Soap,Personal Care,33451,0,6,15,94
Shampoo,Personal Care,4332,122,19,7,131
Sugar,Grocery,47396,91,21,2,40
Mouse,Electronics,32263,256,28,4,114
Notebook,Stationery,9968,278,11,10,114
Bag,Fashion,24177,10,17,11,189
Sugar,Grocery,6944,265,29,6,177
Phone,Electronics,31449,133,22,7,150
Headphones,Electronics,36299,192,12,8,92
Laptop,Electronics,11051,239,22,4,84
Chair,Furniture,23021,238,8,4,37
Shoes,Fashion,23974,230,25,3,76
Table,Furniture,36224,80,13,14,186
Notebook,Stationery,4896,201,9,2,16
Bag,Fashion,22467,269,16,9,141
Milk,Grocery,47175,275,23,10,231
Shampoo,Personal Care,11786,17,8,6,50
Table,Furniture,49235,290,8,2,15
Notebook,Stationery,48278,206,6,8,43
Shampoo,Personal Care,21978,21,19,7,138
Keyboard,Electronics,3333,0,11,6,67
Chair,Furniture,7697,289,3,13,36
Monitor,Electronics,22836,96,27,3,77
Phone,Electronics,11013,78,21,3,66
Soap,Personal Care,20753,281,2,11,19
Headphones,Electronics,30171,240,8,10,75
Milk,Grocery,44289,250,5,1,6
Bag,Fashion,44048,14,30,9,268
Table,Furniture,3389,179,25,10,252
Oil,Grocery,30780,86,19,6,119
Printer,Electronics,20503,115,13,9,116
Mouse,Electronics,30927,12,19,9,174
Soap,Personal Care,36351,1,17,2,38
Chair,Furniture,30718,208,22,6,129
Shoes,Fashion,15248,153,5,7,33
Table,Furniture,23145,4,5,4,16
Keyboard,Electronics,2754,79,29,6,174
Shampoo,Personal Care,25741,172,26,3,81
Pen,Stationery,17923,233,28,13,365
Milk,Grocery,48261,249,22,5,110
Milk,Grocery,22602,182,8,4,27
Bag,Fashion,33441,8,27,8,219
Keyboard,Electronics,44401,179,25,4,105
Bottle,Accessories,32703,16,9,9,83
Oil,Grocery,40134,122,3,2,6
Printer,Electronics,42848,127,29,6,175
Oil,Grocery,46877,36,24,1,21
Soap,Personal Care,4124,12,18,7,121
Sugar,Grocery,805,14,13,3,43
Bottle,Accessories,14156,277,25,14,352
Headphones,Electronics,29496,247,16,15,235
Sugar,Grocery,18646,236,26,3,76
Keyboard,Electronics,35563,244,22,12,268
Bag,Fashion,7058,200,26,13,339
Printer,Electronics,23665,57,24,8,195
Shoes,Fashion,33478,191,29,10,291
Milk,Grocery,30538,100,16,9,149
Sugar,Grocery,47158,35,7,8,53
Sugar,Grocery,34819,155,28,11,312
Sugar,Grocery,47969,230,12,12,148
Chair,Furniture,24593,58,5,9,45
Keyboard,Electronics,31687,215,26,12,313
Notebook,Stationery,17944,9,9,11,104
Monitor,Electronics,14027,53,18,13,234
Keyboard,Electronics,23288,284,27,9,242
Bottle,Accessories,24674,82,23,10,230
Mouse,Electronics,9097,173,14,14,193
Chair,Furniture,25022,53,13,3,43
Notebook,Stationery,19141,291,3,13,39
Chair,Furniture,45348,132,30,12,362
Laptop,Electronics,21996,138,29,6,176
Soap,Personal Care,20864,269,23,9,205
